institution.name	institution.code	object_number	title	production.date.start	production.date.end	physical_description	collection	description_level	dimension.free	parts_reference	object_history_note	creator	acquisition.notes	content.person.name.type	content.person.name	content.subject.type	content.subject	accruals	system_of_arrangement	access_category.notes	environmental_condition.notes	part_of_reference	part_of.title	legal status
Black Country Living Museum	1430	KEN/B/228	Customers' Account	1887	1888	Accounting figures for the Customers' Account of Archibald Kenrick & Sons Limited.  Document also includes notes on the Customers' Account.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/229	Profit & Loss Accounts	1886	1900	Figures for Baldwin Son & Company (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/23	Accounting Documents	1827	1833	Bundle contains six balance sheets and accounts statements for Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/230	Profit & Loss Accounts	1900	1917	Figures for Baldwin Son & Company (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/231	Trading Accounts	1890	1900	Figures for Baldwin Son & Company (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/232	Trading Accounts	1900	1910	Figures for Baldwin Son & Company (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/233	Trading Accounts	1910	1925	Figures for Baldwin Son & Company (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/234	Balance Sheets	1898	1910	Trading figures for Baldwin Son & Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/235	Balance Sheets	1911	1925	Trading figures for Baldwin Son & Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/236	Expenditure Statement	1903-06	1903-06	"Statement showing the capital expenditure on the Steel Hinge department at Baldwin, Son & Company Limited (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/237	Notice of Charge	1889-10	1889-10	"From Edgar, Harold & Edward Arthur Baldwin (of Baldwin, Son & Company Limited, subsidiary company of Archibald Kenrick & Sons Limited) informing Henry Joseph Lloyd."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/238	Notice of Charge	1889-05	1889-05	"From Edward Arthur Baldwin (of Baldwin, Son & Company Limited, subsidiary company of Archibald Kenrick & Sons Limited) informing Thomas England Rhodes."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/239	Notice of Charge	1887-03	1887-03	"From Edward Arthur Baldwin (of Baldwin, Son & Company Limited, subsidiary company of Archibald Kenrick & Sons Limited) informing Amy Ellen Sparrow, W. A. Sparrow & Edgar Baldwin."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/24	Accounts Notebook	1827-06	1828-06	Notebook containing figures relating to an account between Archibald Kenrick and Attwoods Spooner & Company.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/240	Statement of Accounts	1919	1930	Accounting figures for United Hinges Limited (a subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/241	Statement of Accounts	1931	1933	Accounting figures for United Hinges Limited (a subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/242	Trading Accounts	1895	1910	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/243	Trading Accounts	1910	1928	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/244	Balance Sheets	1895	1900	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/245	Balance Sheets	1901	1910	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/246	Balance Sheets	1911	1920	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/247	Balance Sheets	1921	1927	Figures for The Anglo American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited										KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/248	Price Lists	1971	1978	Price lists for Kenrick builders' hardware items and 'Shepherd' furniture castors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/249	Pattern Stock Book	1893	1925	"Customer pattern book for items manufactured by Archibald Kenrick & Sons Limited.  Book displays pattern number, name of customer, when the items were received by the customer, item description and the materials used in manufacture."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/25	Colonial Stamp Duty Book	1880-12	1907-04	"Book contains information on who paid the stamp duty, when, by whom and on whom the money was drawn, where it was payable, the amount payable and how it was paid."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/250	Debit Returns Ledger	1952	1968	Ledger includes dates and names of companies and individuals including members of the Kenrick family.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/251	Pattern Stock Book	1894	1916	"Pattern book for holloware items manufactured by Archibald Kenrick & Sons Limited.  Book displays pattern number, name and description of item and the materials used in manufacture."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/252	Pattern Stock Book	1893	1922	"Pattern stock book (book one) for oddwork items manufactured by Archibald Kenrick & Sons Limited.  Book displays a rudimentary index of items manufactured, pattern number, name and description of item and the materials used in manufacture."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/253	Pattern Stock Book	1893	1921	"Pattern stock book (book two) for oddwork items manufactured by Archibald Kenrick & Sons Limited.  Book displays a rudimentary index of items manufactured, pattern number, name and description of item and the materials used in manufacture."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/254	Balance Sheets	1895	1917	Monthly trading figures for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open	Front and rear covers completely detached and spine broken.  Urgent repairs required.  Suggest minimal handling.	KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/255	Depreciation Ledger	1897	1942	Ledger showing details of depreciation on buildings and plant at Archibald Kenrick & Sons Limited.  Document also includes a section on plant and buildings added to the factory.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open	Spine cover detached resulting in insecure attachment of front and rear covers. Urgent repairs required.  Suggest minimal handling.	KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/256	Price Lists	1946	1957	"Price lists for Kenrick manufactured items including irons, lead pots, trivets, 'Anglo' brand enamelware, fire ranges, mincers, 'Shepherd' furniture castors, builders' ironmongery, cast iron holloware, domestic hardware and coffee mills."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/257	Sales Figures	1942	1946	List of sales of Kenrick products to the War Departments during World War II.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/258	Price List	1900	1950	Price list for items manufactured by the Anglo-American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited) in Chile.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/259	Accounts Statements	1897	1905	Monthly accounts statements for the Anglo-American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/26	Accounts Notebook	1811-08	1820-06	Notebook containing figures relating to an account between Archibald Kenrick and Attwoods Spooner & Company.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/260	Monthly Balance Figures	1905	1918	Monthly balance figures for the Anglo-American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/261	Monthly Balance Figures	1918	1925	Monthly balance figures for the Anglo-American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/262	Monthly Balance Figures	1925	1939	Monthly balance figures for the Anglo-American Tin Stamping Company Limited (subsidiary company of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/263	Monthly Balance Figures	1930	1939	Monthly balance figures for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/264	Order Figures	1897	1913	Monthly figures showing Kenrick holloware orders.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/265	Private Ledger	1827	1843	Ledger with index showing personal accounts of the Kenrick family.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/266	Accounts Ledger	1814	1890	"Accounts ledger with index showing costings for building and repair work on the factory site of Archibald Kenrick & Sons Limited. Ledger also shows valuations for the land, buildings, fixtures and tools used on site."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/267	Stock Ledger	1829-09	1830-06	Ledger with index showing stock levels on the factory site of items manufactured by Archibald Kenrick & Sons Limited.  Ledger also details of debts owing to the company.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/268	Bill Ledger	1836	1845	Ledger containing details of bills received and paid by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/269	Bill Ledger	1827	1836	Ledger containing details of bills received and paid by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/27	Accounts Notebook	1820-07	1827-06	"Notebook containing figures relating to an account between Archibald Kenrick and Attwoods, Spooner. Goddrington & Company."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/270	Export Invoices Ledger	1926	1948	Export figures by country (ledger includes a key for specific country).	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/271	Private Ledger	1886	1899	"Private accounts figures (with index) for wages, salaries, expenses, utilities, carriage charges, commissions and sundry items for Archibald Kenrick & Sons Limited and subsidiary companies."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/272	Cash Ledger	1832	1836	Ledger showing figures for the cash transactions of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/273	Cash Ledger	1827	1832	Ledger showing figures for the cash transactions of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/274	Private Ledger	1919	1929	"Private accounts figures (with index) for bank balances, common fund account, directors' fees and dividends of Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/275	Statistics Ledger	1902	1905	Tabbed ledger showing statistics for melted iron and general holloware manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/276	Cash Ledger	1835	1841	Ledger showing the cash transactions of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/277	Statistics Ledger	1873	1895	"Tabbed ledger with index showing statistics for melted iron, general holloware, cast-iron oddwork, finished weights of iron castings, holloware and oddwork, goods packed and wages paid, wage summary, time lost and overtime of foremen and gas and coal usage by Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open	Some inner pages detaching from spine.  Minimal handling required.	KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/278	Accounts	1938-12	1938-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/279	Accounts	1939-12	1939-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/28	Accounts Notebook	1827-10	1836-06	"Notebook containing figures relating to an account between Archibald Kenrick and Attwoods, Spooner & Company."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/280	Accounts	1940-12	1940-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/281	Accounts	1941-12	1941-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/282	Accounts	1942-12	1942-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/283	Accounts	1943-12	1943-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/284	Accounts	1944-12	1944-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/285	Accounts	1945-12	1945-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/286	Accounts	1946-12	1946-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/287	Accounts	1947-12	1947-12	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/288	Accounts	1949-06	1949-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/289	Accounts	1950-06	1950-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/29	Contra Accounts Book	1812	1825	Notebook showing contra account figures for Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/290	Accounts	1951-06	1951-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/291	Accounts	1952-06	1952-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/292	Accounts	1953-06	1953-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/293	Accounts	1954-06	1954-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/294	Accounts	1955-06	1955-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/295	Accounts	1956-06	1956-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/296	Accounts	1957-06	1957-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/297	Accounts	1958-06	1958-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum		KEN/B/298	Accounts	1959-06	1959-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/299	Accounts	1960-06	1960-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/3	Purchase Ledger	1913	1929	Kenrick purchase ledger with index.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/30	Bank Book	1827	1831	Banking book showing account balances for Archibald Kenrick & Sons with the Birmingham Branch of the Bank of England.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/300	Accounts	1961-06	1961-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/301	Accounts	1962-06	1962-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/302	Accounts	1963-06	1963-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/303	Accounts	1964-06	1964-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/304	Accounts	1965-06	1965-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/305	Accounts	1966-06	1966-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/306	Accounts	1967-06	1967-06	Accounting figures for The Ironite Company Limited (selling concern of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/307	Cast-Iron Bath Manufacture	1891	1939	"Kenrick cast-iron bath manufacture.  Bundle includes:1. Estimate cost of enamelling cast iron baths in quantities (1891-1938).2. Reports on boiling tests on kettles manufactured by Archibald Kenrick & Sons Ltd. and T. C. Clark (1924-1926).3. Trading accounts (1932-1934).4. Bath design correspondence (1934).5. Price lists (1935).6. Quantities of baths invoiced to customers in London area (1934-1936).7. Members of the International Bath Association Ltd. (1936).8. Bath weights (1937).9. Approximate trading account for the Bath Department (1938-1939). 10. Production figures for the Bath Department (1938-1939)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/308	Axle Pulley Figures	1869	1878	"Material displaying production figures and information on various types of axle pulleys produced by Archibald Kenrick & Sons Limited:1- 6. Production figures (1869-1878).7. Four drawings and diagrams for axle pulleys (1873)."	Archibald Kenrick & Sons	item	1 bundle			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/309	Prices & Discount Sheets	1878	1941	Prices and discount sheets for various items manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/31	Debt Book	1820-10	1820-10	Book detailing money owed by Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/310	Depreciation Figures	1899	1932	"Summaries of the capital value and depreciation of engine and plant at Archibald Kenrick & Sons Limited, for income tax purposes."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/311	Sales & Production Figures	1912	1957	Sales and production figures for enamelware items manufactured by The Anglo American Tin Stamping Company Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
